"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour","orig.id"
"31",2023,5,26,555,600,-5,840,844,-4,"B6",94,"N535JB","LGA","MCO",138,950,6,0,2023-05-26 06:00:00,"179131"
"32",2023,10,7,1833,1840,-7,2208,2152,16,"AA",613,"N905NN","EWR","MIA",189,1085,18,40,2023-10-07 18:00:00,"339093"
"33",2023,12,9,1523,1530,-7,1642,1704,-22,"NK",572,"N956NK","EWR","BNA",119,748,15,30,2023-12-09 15:00:00,"411775"
"34",2023,12,6,1105,1055,10,1329,1335,-6,"WN",30,"N7733B","LGA","ATL",102,762,10,55,2023-12-06 10:00:00,"408050"
"35",2023,2,8,524,530,-6,826,842,-16,"B6",563,"N537JT","EWR","FLL",140,1065,5,30,2023-02-08 05:00:00,"44612"
"36",2023,12,17,1328,1330,-2,1446,1517,-31,"MQ",1001,"N765ST","EWR","ORD",115,719,13,30,2023-12-17 13:00:00,"420616"
"37",2023,2,12,2121,2130,-9,2249,2310,-21,"B6",248,"N179JB","JFK","ORD",121,740,21,30,2023-02-12 21:00:00,"50560"
"38",2023,4,4,1425,1400,25,1631,1619,12,"DL",727,"N3737C","EWR","ATL",106,746,14,0,2023-04-04 14:00:00,"114525"
"39",2023,3,19,1218,1228,-10,1438,1449,-11,"DL",295,"N358NB","EWR","ATL",121,746,12,28,2023-03-19 12:00:00,"93983"
"40",2023,1,30,2021,2035,-14,2143,2204,-21,"YX",1765,"N201JQ","LGA","DCA",51,214,20,35,2023-01-30 20:00:00,"34590"
"41",2023,5,12,721,705,16,957,1005,-8,"DL",655,"N114DU","LGA","IAH",185,1416,7,5,2023-05-12 07:00:00,"161871"
"42",2023,2,11,1453,1430,23,1742,1746,-4,"YX",1240,"N446YX","LGA","OKC",201,1341,14,30,2023-02-11 14:00:00,"49033"
"43",2023,12,12,1725,1730,-5,2100,2127,-27,"DL",290,"N721TW","JFK","SFO",365,2586,17,30,2023-12-12 17:00:00,"415319"
"44",2023,3,24,1754,1705,49,2013,1928,45,"9E",1393,"N607LR","LGA","SAV",110,722,17,5,2023-03-24 17:00:00,"101065"
"45",2023,6,29,1948,1915,33,2216,2203,13,"9E",1748,"N932XJ","LGA","JAX",113,833,19,15,2023-06-29 19:00:00,"220902"
"46",2023,4,7,2037,1959,38,2332,2252,40,"NK",178,"N673NK","LGA","MCO",131,950,19,59,2023-04-07 19:00:00,"118986"
"47",2023,12,23,2152,2100,52,2340,2308,32,"UA",280,"N24706","EWR","DTW",76,488,21,0,2023-12-23 21:00:00,"428063"
"48",2023,2,21,1702,1659,3,2218,2020,NA,"B6",127,"N706JB","JFK","BUR",NA,2465,16,59,2023-02-21 16:00:00,"61547"
"49",2023,7,18,2106,1830,156,23,2157,146,"B6",45,"N995JL","JFK","SMF",341,2521,18,30,2023-07-18 18:00:00,"242862"
"50",2023,9,8,655,700,-5,755,810,-15,"B6",989,"N284JB","LGA","BOS",40,184,7,0,2023-09-08 07:00:00,"303546"
"51",2023,7,27,1430,1445,-15,1617,1652,-35,"9E",1283,"N601LR","EWR","CVG",85,569,14,45,2023-07-27 14:00:00,"253418"
"52",2023,3,18,838,823,15,1035,1013,22,"YX",1110,"N731YX","EWR","BNA",142,748,8,23,2023-03-18 08:00:00,"92726"
"53",2023,1,22,2159,2156,3,2309,2314,-5,"YX",1203,"N861RW","EWR","MHT",43,209,21,56,2023-01-22 21:00:00,"24831"
"54",2023,2,28,1900,1849,11,2139,2159,-20,"B6",82,"N2029J","JFK","MCO",129,944,18,49,2023-02-28 18:00:00,"70378"
"55",2023,6,28,1503,1259,124,1619,1425,114,"YX",1847,"N204JQ","LGA","BOS",43,184,12,59,2023-06-28 12:00:00,"219231"
"56",2023,3,27,850,900,-10,1228,1217,11,"B6",788,"N942JB","JFK","LAX",360,2475,9,0,2023-03-27 09:00:00,"103944"
"57",2023,1,25,1410,1417,-7,1530,1522,8,"YX",1209,"N752YX","EWR","ALB",34,143,14,17,2023-01-25 14:00:00,"28074"
"58",2023,8,17,655,700,-5,843,904,-21,"AA",278,"N965NN","LGA","CLT",83,544,7,0,2023-08-17 07:00:00,"277710"
"59",2023,3,24,555,600,-5,704,719,-15,"YX",1727,"N230JQ","LGA","DCA",45,214,6,0,2023-03-24 06:00:00,"100133"
"60",2023,11,30,1822,1825,-3,2108,2126,-18,"DL",752,"N102DN","LGA","MCO",139,950,18,25,2023-11-30 18:00:00,"401718"
"61",2023,1,3,2246,2156,50,15,2315,60,"UA",581,"N66825","EWR","BOS",43,200,21,56,2023-01-03 21:00:00,"2810"
"62",2023,8,25,2041,1650,231,2350,2006,224,"B6",186,"N656JB","LGA","FLL",159,1076,16,50,2023-08-25 16:00:00,"288204"
"63",2023,6,30,1213,1100,73,1518,1432,46,"DL",314,"N705TW","JFK","SFO",329,2586,11,0,2023-06-30 11:00:00,"221667"
"64",2023,10,3,2126,2130,-4,2249,2313,-24,"9E",1508,"N601LR","JFK","ORF",49,290,21,30,2023-10-03 21:00:00,"334546"
"65",2023,4,10,1404,1410,-6,1643,1656,-13,"UA",372,"N37277","EWR","MCO",134,937,14,10,2023-04-10 14:00:00,"122035"
"66",2023,10,10,2136,2147,-11,2247,2258,-11,"YX",1137,"N865RW","EWR","MDT",31,141,21,47,2023-10-10 21:00:00,"342811"
"67",2023,2,26,1921,1830,51,2059,2000,59,"YX",1488,"N204JQ","JFK","BOS",42,187,18,30,2023-02-26 18:00:00,"67908"
"68",2023,3,27,810,745,25,1044,1010,34,"UA",452,"N823UA","EWR","JAX",130,820,7,45,2023-03-27 07:00:00,"103882"
"69",2023,1,20,1841,1845,-4,2054,2119,-25,"DL",897,"N940AT","EWR","ATL",113,746,18,45,2023-01-20 18:00:00,"22443"
"70",2023,4,7,1801,1800,1,2059,2116,-17,"UA",767,"N57299","EWR","MIA",144,1085,18,0,2023-04-07 18:00:00,"118775"
"71",2023,3,21,1708,1710,-2,1903,1915,-12,"DL",920,"N376NW","LGA","DTW",82,502,17,10,2023-03-21 17:00:00,"97023"
"72",2023,9,7,814,1525,1009,950,1719,991,"YX",1915,"N242JQ","JFK","PIT",62,340,15,25,2023-09-07 15:00:00,"302451"
"73",2023,4,11,1158,1200,-2,1437,1456,-19,"B6",145,"N703JB","LGA","MCO",128,950,12,0,2023-04-11 12:00:00,"123222"
"74",2023,6,1,1456,1500,-4,1557,1613,-16,"9E",1630,"N337PQ","LGA","PVD",35,143,15,0,2023-06-01 15:00:00,"187198"
"75",2023,9,26,957,1000,-3,1301,1256,5,"B6",331,"N593JB","JFK","PBI",157,1028,10,0,2023-09-26 10:00:00,"325187"
"76",2023,12,1,1542,1550,-8,1900,1928,-28,"UA",232,"N12116","EWR","SFO",349,2565,15,50,2023-12-01 15:00:00,"402716"
"77",2023,5,6,2116,2120,-4,2350,2357,-7,"YX",1060,"N863RW","EWR","JAX",111,820,21,20,2023-05-06 21:00:00,"155227"
"78",2023,4,23,738,657,41,1001,928,33,"UA",424,"N17262","EWR","PHX",285,2133,6,57,2023-04-23 06:00:00,"137887"
"79",2023,9,28,721,659,22,1003,1005,-2,"DL",657,"N326US","JFK","AUS",199,1521,6,59,2023-09-28 06:00:00,"327470"
"80",2023,2,10,726,730,-4,931,1010,-39,"UA",779,"N14249","LGA","DEN",216,1620,7,30,2023-02-10 07:00:00,"47338"
"81",2023,9,1,1749,1755,-6,1957,2008,-11,"YX",1417,"N123HQ","LGA","IND",98,660,17,55,2023-09-01 17:00:00,"296285"
"82",2023,1,24,2043,2050,-7,2256,2302,-6,"9E",1708,"N485PX","LGA","GSP",98,610,20,50,2023-01-24 20:00:00,"27331"
"83",2023,4,9,2121,2059,22,2316,2318,-2,"YX",1030,"N650RW","EWR","IND",89,645,20,59,2023-04-09 20:00:00,"121272"
"84",2023,9,13,641,650,-9,940,956,-16,"B6",800,"N570JB","JFK","RSW",154,1074,6,50,2023-09-13 06:00:00,"309261"
"85",2023,11,17,1227,1230,-3,1510,1523,-13,"UA",704,"N27015","EWR","IAH",194,1400,12,30,2023-11-17 12:00:00,"386783"
"86",2023,9,21,2222,2230,-8,2354,2356,-2,"9E",1666,"N925XJ","JFK","PWM",48,273,22,30,2023-09-21 22:00:00,"320066"
"87",2023,8,13,NA,1038,NA,NA,1225,NA,"B6",71,"N656JB","JFK","RDU",NA,427,10,38,2023-08-13 10:00:00,"273927"
"88",2023,6,11,917,917,0,1139,1210,-31,"B6",498,"N956JT","JFK","LAS",289,2248,9,17,2023-06-11 09:00:00,"198687"
"89",2023,4,16,1206,715,291,1414,932,282,"YX",995,"N736YX","EWR","IND",95,645,7,15,2023-04-16 07:00:00,"129351"
"90",2023,6,22,2132,2130,2,19,9,10,"B6",188,"N585JB","LGA","MCO",131,950,21,30,2023-06-22 21:00:00,"212780"
"91",2023,8,19,821,823,-2,1056,1110,-14,"DL",174,"N102DU","JFK","DFW",169,1391,8,23,2023-08-19 08:00:00,"280246"
"92",2023,6,7,2103,1959,64,53,2357,56,"UA",596,"N36447","EWR","SJU",206,1608,19,59,2023-06-07 19:00:00,"194864"
"93",2023,6,11,1909,1917,-8,2100,2120,-20,"DL",241,"N338NB","LGA","DTW",88,502,19,17,2023-06-11 19:00:00,"199367"
"94",2023,12,23,1122,1131,-9,1413,1411,2,"YX",1086,"N979RP","EWR","JAX",119,820,11,31,2023-12-23 11:00:00,"427501"
"95",2023,11,7,1621,1629,-8,1812,1837,-25,"YX",1269,"N442YX","LGA","GSP",97,610,16,29,2023-11-07 16:00:00,"375272"
"96",2023,2,8,757,759,-2,932,945,-13,"UA",911,"N874UA","EWR","RDU",67,416,7,59,2023-02-08 07:00:00,"44794"
"97",2023,4,9,2150,2153,-3,2305,2315,-10,"9E",1267,"N602LR","LGA","BUF",47,292,21,53,2023-04-09 21:00:00,"121305"
"98",2023,12,6,1001,1000,1,1253,1315,-22,"UA",667,"N832UA","LGA","IAH",193,1416,10,0,2023-12-06 10:00:00,"407981"
"99",2023,7,13,1858,1750,68,2135,1930,125,"UA",209,"N16701","EWR","CLE",71,404,17,50,2023-07-13 17:00:00,"237077"
"100",2023,5,16,604,600,4,832,845,-13,"NK",525,"N655NK","EWR","MCO",125,937,6,0,2023-05-16 06:00:00,"166585"
"101",2023,10,15,1015,1020,-5,1133,1203,-30,"9E",1673,"N316PQ","LGA","RIC",54,292,10,20,2023-10-15 10:00:00,"347780"
"102",2023,10,12,1516,1449,27,1721,1655,26,"AA",500,"N918AN","JFK","CLT",90,541,14,49,2023-10-12 14:00:00,"344779"
"103",2023,5,13,2154,2159,-5,146,158,-12,"B6",418,"N809JB","JFK","SJU",191,1598,21,59,2023-05-13 21:00:00,"163991"
"104",2023,12,11,539,535,4,838,841,-3,"NK",261,"N619NK","EWR","IAH",211,1400,5,35,2023-12-11 05:00:00,"413274"
"105",2023,12,14,2058,2010,48,2343,2339,4,"B6",619,"N968JT","JFK","LAX",316,2475,20,10,2023-12-14 20:00:00,"417919"
"106",2023,10,4,1158,1200,-2,1446,1507,-21,"B6",799,"N2142J","JFK","LAX",315,2475,12,0,2023-10-04 12:00:00,"335110"
"107",2023,5,16,1300,1306,-6,1535,1606,-31,"UA",297,"N472UA","EWR","PBI",136,1023,13,6,2023-05-16 13:00:00,"167121"
"108",2023,5,22,924,929,-5,1042,1101,-19,"9E",1549,"N272PQ","JFK","ORF",49,290,9,29,2023-05-22 09:00:00,"174226"
"109",2023,6,28,NA,659,NA,NA,834,NA,"AA",627,"N965NN","EWR","ORD",NA,719,6,59,2023-06-28 06:00:00,"219757"
"110",2023,5,30,1556,1559,-3,1706,1723,-17,"YX",1665,"N878RW","LGA","ACK",38,202,15,59,2023-05-30 15:00:00,"184702"
"111",2023,8,16,2154,1959,115,150,2310,160,"AA",608,"N820NN","LGA","MIA",196,1096,19,59,2023-08-16 19:00:00,"277570"
"112",2023,5,1,1206,1215,-9,1327,1348,-21,"YX",1245,"N806MD","LGA","ORF",58,296,12,15,2023-05-01 12:00:00,"148277"
"113",2023,5,22,1811,1820,-9,2012,2049,-37,"YX",1677,"N221JQ","LGA","SDF",95,659,18,20,2023-05-22 18:00:00,"174894"
"114",2023,10,21,1145,1125,20,1400,1345,15,"B6",13,"N2084J","JFK","PHX",291,2153,11,25,2023-10-21 11:00:00,"355086"
"115",2023,8,5,844,846,-2,939,1006,-27,"YX",902,"N763YX","EWR","ALB",33,143,8,46,2023-08-05 08:00:00,"263762"
"116",2023,4,30,2202,2027,95,119,2337,102,"UA",627,"N439UA","EWR","RSW",159,1068,20,27,2023-04-30 20:00:00,"147515"
"117",2023,5,6,613,620,-7,805,818,-13,"AA",919,"N916US","EWR","CLT",76,529,6,20,2023-05-06 06:00:00,"154341"
"118",2023,3,20,724,725,-1,947,1005,-18,"WN",576,"N8633A","LGA","DEN",223,1620,7,25,2023-03-20 07:00:00,"94915"
"119",2023,10,26,1003,1010,-7,1121,1142,-21,"YX",1357,"N438YX","JFK","ORF",50,290,10,10,2023-10-26 10:00:00,"360780"
"120",2023,5,30,1836,1845,-9,1946,2019,-33,"B6",2,"N317JB","JFK","BUF",48,301,18,45,2023-05-30 18:00:00,"184908"
"121",2023,1,6,1801,1806,-5,2114,2128,-14,"AA",1087,"N960NN","EWR","MIA",147,1085,18,6,2023-01-06 18:00:00,"5562"
"122",2023,6,11,2046,1918,88,2205,2100,65,"UA",535,"N35271","EWR","CLE",63,404,19,18,2023-06-11 19:00:00,"199497"
"123",2023,2,14,758,759,-1,1042,1105,-23,"UA",171,"N407UA","EWR","PBI",132,1023,7,59,2023-02-14 07:00:00,"52116"
"124",2023,12,10,916,920,-4,1259,1255,4,"UA",712,"N13113","EWR","SFO",362,2565,9,20,2023-12-10 09:00:00,"412371"
"125",2023,12,18,NA,1040,NA,NA,1235,NA,"WN",1155,"N7720F","LGA","STL",NA,888,10,40,2023-12-18 10:00:00,"422314"
"126",2023,4,27,1138,1147,-9,1341,1401,-20,"YX",956,"N656RW","EWR","IND",103,645,11,47,2023-04-27 11:00:00,"143414"
"127",2023,7,13,2221,2200,21,11,2341,30,"YX",1026,"N410YX","LGA","RDU",68,431,22,0,2023-07-13 22:00:00,"237287"
"128",2023,8,26,2110,2119,-9,2217,2228,-11,"YX",839,"N762YX","EWR","MDT",30,141,21,19,2023-08-26 21:00:00,"289267"
"129",2023,2,13,837,840,-3,946,1007,-21,"YX",1566,"N235JQ","JFK","BOS",38,187,8,40,2023-02-13 08:00:00,"50875"
"130",2023,2,10,1849,1830,19,2117,2134,-17,"UA",681,"N14016","EWR","LAX",299,2454,18,30,2023-02-10 18:00:00,"48220"
"131",2023,3,22,1540,1550,-10,1726,1748,-22,"9E",1468,"N153PQ","LGA","CLE",75,419,15,50,2023-03-22 15:00:00,"98230"
"132",2023,4,24,1802,1755,7,1959,2025,-26,"WN",812,"N8855Q","LGA","DEN",214,1620,17,55,2023-04-24 17:00:00,"139976"
"133",2023,4,8,2028,2030,-2,2327,2359,-32,"AA",94,"N108NN","JFK","LAX",332,2475,20,30,2023-04-08 20:00:00,"120044"
"134",2023,2,21,1050,1100,-10,1225,1242,-17,"UA",543,"N27722","LGA","ORD",120,733,11,0,2023-02-21 11:00:00,"61095"
"135",2023,1,18,1115,1049,26,1345,1335,10,"F9",648,"N363FR","LGA","ATL",119,762,10,49,2023-01-18 10:00:00,"19336"
"136",2023,9,11,621,630,-9,911,919,-8,"B6",41,"N652JB","JFK","TPA",147,1005,6,30,2023-09-11 06:00:00,"306811"
"137",2023,9,6,557,600,-3,836,845,-9,"WN",889,"N8718Q","LGA","DAL",180,1381,6,0,2023-09-06 06:00:00,"301055"
"138",2023,2,12,919,930,-11,1059,1059,0,"YX",1518,"N212JQ","JFK","DCA",52,213,9,30,2023-02-12 09:00:00,"49680"
"139",2023,7,11,2148,2155,-7,2344,2357,-13,"B6",442,"N307JB","JFK","DTW",81,509,21,55,2023-07-11 21:00:00,"234797"
"140",2023,4,25,1218,1225,-7,1446,1502,-16,"DL",311,"N344NW","LGA","ATL",117,762,12,25,2023-04-25 12:00:00,"140852"
"141",2023,2,19,1019,1010,9,1305,1328,-23,"B6",44,"N239JB","EWR","MCO",133,937,10,10,2023-02-19 10:00:00,"58442"
"142",2023,3,26,1128,1130,-2,1456,1434,22,"DL",1010,"N323DN","LGA","MCO",157,950,11,30,2023-03-26 11:00:00,"102829"
"143",2023,9,5,957,943,14,1253,1241,12,"B6",331,"N613JB","JFK","PBI",126,1028,9,43,2023-09-05 09:00:00,"300164"
"144",2023,5,27,1954,2000,-6,2237,2249,-12,"B6",47,"N2102J","JFK","PHX",267,2153,20,0,2023-05-27 20:00:00,"181297"
"145",2023,4,5,1708,1621,47,1852,1805,47,"UA",100,"N39728","EWR","RDU",67,416,16,21,2023-04-05 16:00:00,"116045"
"146",2023,5,7,1955,1959,-4,2241,2322,-41,"DL",564,"N343NB","JFK","PBI",133,1028,19,59,2023-05-07 19:00:00,"156302"
"147",2023,8,14,1243,1247,-4,1529,1533,-4,"AA",432,"N901AN","LGA","DFW",191,1389,12,47,2023-08-14 12:00:00,"274471"
"148",2023,9,7,2006,1620,226,2202,1744,258,"YX",1064,"N859RW","EWR","ROC",49,246,16,20,2023-09-07 16:00:00,"303150"
"149",2023,6,27,923,925,-2,1221,1231,-10,"B6",360,"N715JB","JFK","PBI",145,1028,9,25,2023-06-27 09:00:00,"217672"
"150",2023,8,28,742,750,-8,1036,1104,-28,"UA",479,"N17285","EWR","FLL",151,1065,7,50,2023-08-28 07:00:00,"290645"
"151",2023,9,8,940,940,0,1329,1341,-12,"UA",575,"N77544","EWR","SJU",200,1608,9,40,2023-09-08 09:00:00,"303741"
"152",2023,12,12,1559,1559,0,1703,1721,-18,"B6",363,"N329JB","LGA","BOS",41,184,15,59,2023-12-12 15:00:00,"415207"
"153",2023,9,11,711,710,1,1016,959,17,"B6",197,"N537JT","EWR","PBI",150,1023,7,10,2023-09-11 07:00:00,"306869"
"154",2023,2,27,NA,2055,NA,NA,2323,NA,"YX",1184,"N124HQ","LGA","MEM",NA,963,20,55,2023-02-27 20:00:00,"69423"
"155",2023,8,1,2105,2110,-5,2220,2212,8,"9E",1284,"N480PX","LGA","ALB",30,136,21,10,2023-08-01 21:00:00,"259747"
"156",2023,6,2,1158,1140,18,1302,1305,-3,"WN",148,"N242WN","LGA","MDW",103,725,11,40,2023-06-02 11:00:00,"188321"
"157",2023,7,12,714,715,-1,943,959,-16,"DL",460,"N125DN","LGA","MCO",122,950,7,15,2023-07-12 07:00:00,"234972"
"158",2023,5,18,1315,1309,6,1452,1510,-18,"UA",295,"N63890","EWR","MSP",139,1008,13,9,2023-05-18 13:00:00,"169712"
"159",2023,6,22,1415,1420,-5,1607,1639,-32,"9E",1472,"N195PQ","LGA","CVG",89,585,14,20,2023-06-22 14:00:00,"212257"
"160",2023,9,26,1541,1550,-9,1752,1807,-15,"9E",1662,"N182GJ","LGA","CHS",96,641,15,50,2023-09-26 15:00:00,"325577"
"161",2023,7,30,NA,2010,NA,NA,2242,NA,"B6",30,"N562JB","JFK","DEN",NA,1626,20,10,2023-07-30 20:00:00,"257346"
"162",2023,1,30,NA,1235,NA,NA,1607,NA,"AA",223,"N949NN","LGA","DFW",NA,1389,12,35,2023-01-30 12:00:00,"34727"
"163",2023,1,23,1701,1445,136,2034,1752,162,"DL",435,"N363NB","LGA","PBI",170,1035,14,45,2023-01-23 14:00:00,"25684"
"164",2023,12,21,825,830,-5,1123,1211,-48,"AA",860,"N102NN","JFK","SNA",331,2454,8,30,2023-12-21 08:00:00,"424991"
"165",2023,5,31,1327,1330,-3,1544,1603,-19,"B6",940,"N579JB","LGA","ATL",108,762,13,30,2023-05-31 13:00:00,"185799"
"166",2023,1,30,852,900,-8,1029,1113,-44,"AA",1062,"N316SE","JFK","ORD",128,740,9,0,2023-01-30 09:00:00,"33724"
"167",2023,9,14,1539,1550,-11,1720,1747,-27,"YX",1133,"N743YX","EWR","CMH",75,463,15,50,2023-09-14 15:00:00,"311134"
"168",2023,5,8,1629,1540,49,1926,1847,39,"DL",576,"N309DN","LGA","FLL",139,1076,15,40,2023-05-08 15:00:00,"157348"
"169",2023,1,22,1421,1429,-8,1612,1631,-19,"NK",575,"N694NK","LGA","MYR",94,563,14,29,2023-01-22 14:00:00,"24247"
"170",2023,11,21,1332,1329,3,1533,1557,-24,"DL",251,"N3741S","LGA","DEN",216,1620,13,29,2023-11-21 13:00:00,"391475"
"171",2023,6,21,1224,1040,104,1510,1337,93,"B6",349,"N516JB","EWR","MCO",134,937,10,40,2023-06-21 10:00:00,"210910"
"172",2023,5,18,1144,1155,-11,1307,1330,-23,"YX",1336,"N410YX","JFK","ORF",52,290,11,55,2023-05-18 11:00:00,"169620"
"173",2023,6,6,1417,1425,-8,1608,1559,9,"B6",1033,"N183JB","JFK","BUF",69,301,14,25,2023-06-06 14:00:00,"193152"
"174",2023,12,6,632,635,-3,954,1021,-27,"AA",832,"N318SF","JFK","PHX",281,2153,6,35,2023-12-06 06:00:00,"407707"
"175",2023,7,1,NA,2117,NA,NA,2313,NA,"YX",910,"N859RW","EWR","ILM",NA,488,21,17,2023-07-01 21:00:00,"223366"
"176",2023,12,10,1301,1310,-9,1508,1525,-17,"YX",1311,"N425YX","LGA","DAY",101,549,13,10,2023-12-10 13:00:00,"412608"
"177",2023,8,23,1401,1345,16,1625,1635,-10,"WN",641,"N8702L","LGA","HOU",174,1428,13,45,2023-08-23 13:00:00,"285278"
"178",2023,3,30,1842,1835,7,2131,2145,-14,"B6",233,"N621JB","EWR","FLL",141,1065,18,35,2023-03-30 18:00:00,"108671"
"179",2023,8,24,1450,1455,-5,1626,1621,5,"9E",1227,"N926XJ","JFK","BWI",47,184,14,55,2023-08-24 14:00:00,"286538"
"180",2023,4,12,2043,2015,28,2153,2151,2,"YX",1255,"N872RW","LGA","ORF",47,296,20,15,2023-04-12 20:00:00,"125168"
"181",2023,2,28,1727,1729,-2,1856,1905,-9,"YX",1142,"N640RW","EWR","PIT",58,319,17,29,2023-02-28 17:00:00,"70271"
"182",2023,4,28,1305,1305,0,1435,1454,-19,"DL",437,"N108DQ","LGA","ORD",109,733,13,5,2023-04-28 13:00:00,"144823"
"183",2023,4,6,1728,1710,18,1913,1915,-2,"DL",818,"N363NW","LGA","DTW",84,502,17,10,2023-04-06 17:00:00,"117404"
"184",2023,2,27,1413,1415,-2,1520,1527,-7,"B6",339,"N228JB","LGA","BOS",34,184,14,15,2023-02-27 14:00:00,"68817"
"185",2023,12,29,858,900,-2,1127,1135,-8,"B6",180,"N231JB","JFK","ATL",118,760,9,0,2023-12-29 09:00:00,"432866"
"186",2023,7,4,704,600,64,912,820,52,"UA",358,"N454UA","EWR","ATL",101,746,6,0,2023-07-04 06:00:00,"225646"
"187",2023,11,30,1232,1129,63,1517,1431,46,"UA",245,"N68453","EWR","PBI",148,1023,11,29,2023-11-30 11:00:00,"401304"
"188",2023,11,22,751,759,-8,1226,1256,-30,"AA",328,"N9015D","JFK","STT",191,1623,7,59,2023-11-22 07:00:00,"392287"
